TIME,PLAYERS
1618482006487,129
1618482306190,128
1618482607492,134
1618482911669,127
1618483206557,123
1618483511894,132
1618483811880,131
1618484111635,137
1618484412265,136
1618484706186,135
1618485006465,140
1618485307009,135
1618485606192,137
1618485906331,143
1618486212423,149
1618486506300,151
1618486806232,151
1618487112068,143
1618487406360,136
1618487706751,136
1618488011914,134
1618488306594,142
1618488612154,136
1618488908280,144
1618489206397,157
1618489513562,152
1618489807553,153
1618490105663,155
1618490411906,145
1618490708845,146
1618491007466,150
1618491312541,162
1618491607791,169
1618491908363,173
1618492206434,183
1618492506953,181
1618492806428,179
1618493113804,173
1618493413285,180
1618493707685,179
1618494006130,183
1618494312333,183
1618494606241,178
1618494905845,179
1618495508881,176
1618495807150,179
1618496107979,190
1618496407638,187
1618496707458,189
1618497007514,192
1618497311897,187
1618497612401,188
1618497907638,186
1618498206745,193
1618498512038,202
1618498806548,196
1618499112396,190
1618499407844,191
1618499713338,199
1618500006226,202
1618500306187,199
1618500607279,207
1618500906506,215
1618501212180,211
1618501507940,208
1618501812367,214
1618502107425,229
1618502407877,219
1618502707696,217
1618503012332,206
1618503308146,196
1618503611537,204
1618503906540,211
1618504207472,201
1618504508308,201
1618504807704,205
1618505107546,220
1618505405740,214
1618505706310,220
1618506012467,224
1618506316745,225
1618506607719,214
1618506907231,229
1618507207028,239
1618507507385,242
1618507812374,246
1618508106545,245
1618508411738,242
1618508707541,241
1618509007000,224
1618509307831,232
1618509607857,240
1618509906329,241
